Call Sign,Radio Service Code,License Holder,FRN,Sprint Equivalent,Block,MHz,POPs,MHz-POPs,License Effective,License Expires,Pending Applications,Tribal License,Lease ID,Lessee Name,Lessee Sprint Equivalent,Lease Commenced,Lease Expires,License Contact,License Email,License Phone
WQYL817,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL830,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL819,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL829,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL823,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL822,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL826,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL835,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL828,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL834,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL827,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL833,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL831,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL836,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL841,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL838,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL840,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL837,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL832,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL839,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL844,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL845,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL849,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL846,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL842,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL843,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL847,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL854,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,E,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL853,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL856,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,E,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL851,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL848,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL855,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,F,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL852,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL850,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL858,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,E,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL886,BR,NSAC LLC,0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL862,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,F,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL857,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,F,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL863,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,F,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL865,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,10/07/2025,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL859,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,E,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL893,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL860,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,E,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL891,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL861,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,F,22.5,Unknown,Unknown,10/26/2021,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYL887,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL898,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL890,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL903,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL899,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL892,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL905,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYQ254,BR,Sprint Spectrum License Holder III LLC,0025898537,Yes,F,22.5,Unknown,Unknown,02/14/2022,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYL900,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL908,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYL902,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYQ259,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,02/13/2022,08/23/2023,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYL904,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYQ258,BR,Sprint Spectrum License Holder II LLC,0025898529,Yes,BEFH,73.5,Unknown,Unknown,02/13/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYQ255,BR,Sprint Spectrum License Holder II LLC,0025898529,Yes,BEFH,73.5,Unknown,Unknown,02/11/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYL910,BR,"NSAC, LLC",0003768553,Yes,F,6.0,Unknown,Unknown,07/30/2019,01/26/2020,Yes,No,No active leases,N/A,N/A,N/A,N/A,Government Affairs,fcclicensing@sprint.com,(800)572-8256
WQYQ257,BR,Sprint Spectrum License Holder II LLC,0025898529,Yes,BEFH,73.5,Unknown,Unknown,02/13/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYQ256,BR,Sprint Spectrum License Holder II LLC,0025898529,Yes,BEFH,73.5,Unknown,Unknown,02/11/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYQ509,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYR562,ED,Kings County Superintendent of Schools,0008356016,No,B,22.5,203294,4574115,12/22/2016,12/22/2026,No,No,No active leases,N/A,N/A,N/A,N/A,,,(559)584-1441
WQYQ508,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYQ261,BR,Sprint Spectrum License Holder II LLC,0025898529,Yes,E,22.5,Unknown,Unknown,02/13/2022,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYQ510,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYQ511,BR,Sprint Spectrum License Holder LLC,0025738147,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WQYQ260,BR,Sprint Spectrum License Holder II LLC,0025898529,Yes,F,22.5,Unknown,Unknown,02/13/2022,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYR563,ED,Kings County Superintendent of Schools,0008356016,No,G,22.5,203294,4574115,12/22/2016,12/22/2026,No,No,No active leases,N/A,N/A,N/A,N/A,,,(559)584-1441
WQYU425,BR,SprintCom Inc.,0002315950,Yes,BEFH,73.5,Unknown,Unknown,09/20/2021,05/11/2030,Yes,No,L000023994,Aeronet Wireless Broadband LLC,No,04/08/2017,05/11/2030,FCC Regulatory Compliance,fccregulatorycompliancecontact@t-mobile.com,(425)383-8401
WRCI776,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,E,22.5,Unknown,Unknown,02/11/2022,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYQ262,BR,Sprint Spectrum License Holder II LLC,0025898529,Yes,F,22.5,Unknown,Unknown,02/13/2022,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WRCI780,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,E,22.5,Unknown,Unknown,02/11/2022,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WRCI781,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,F,22.5,Unknown,Unknown,02/11/2022,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WQYU424,BR,SprintCom Inc.,0002315950,Yes,BEFH,73.5,Unknown,Unknown,09/20/2021,03/28/2026,Yes,No,L000023993,Aeronet Wireless Broadband LLC,No,04/08/2017,03/28/2026,FCC Regulatory Compliance,fccregulatorycompliancecontact@t-mobile.com,(425)383-8401
WRCI778,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,H,16.5,Unknown,Unknown,02/11/2022,05/01/2031,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WRCI779,BR,Clearwire Spectrum Holdings III LLC,0018399998,Yes,BEFH,73.5,Unknown,Unknown,02/11/2022,03/28/2026,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WRAI908,BR,"SprintCom, Inc.",0002315950,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,03/28/2026,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,fccregulatorycompliancecontact@t-mobile.com,(425)383-8402
WRAI909,BR,"SprintCom, Inc.",0002315950,Yes,BEFH,73.5,Unknown,Unknown,10/26/2021,05/11/2030,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,fccregulatorycompliancecontact@t-mobile.com,(425)383-8402
WRAT732,ED,Louisa County Public Schools,0024131427,No,A,22.5,Unknown,Unknown,07/10/2018,09/08/2018,Yes,No,No active leases,N/A,N/A,N/A,N/A,Director of Technology,outtenwm@lcps.k12.va.us,(540)894-5115
WRDL997,ED,Kings County Superintendent of Schools,0008356016,No,A,22.5,180151,4053398,05/16/2019,05/16/2029,No,No,No active leases,N/A,N/A,N/A,N/A,,,(559)584-1441
WRDL998,ED,Kings County Superintendent of Schools,0008356016,No,C,22.5,Unknown,Unknown,05/16/2019,05/16/2029,No,No,No active leases,N/A,N/A,N/A,N/A,,,(559)584-1441
WRDV911,ED,Board of Trustees of Northern Michigan University,0002735751,No,ABCDG,112.5,Unknown,Unknown,08/01/2019,08/01/2029,No,No,No active leases,N/A,N/A,N/A,N/A,Cathy Niemi,caniemi@nmu.edu,(906)227-2232
WRHU471,ED,Harlan 2-Way Inc.,0001783935,No,ABCDGJ,100.0,Unknown,Unknown,03/01/2022,04/21/2022,Yes,Yes - Special Temporary,No active leases,N/A,N/A,N/A,N/A,,rick@harlan2way.com,(606)573-3826
WRJS785,ED,Keweenaw Bay Indian Community,0029818895,No,ABCDGJ,50.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Dave Zasadnyj,it@kbic-nsn.gov,(906)353-6623
WREA814,ED,Choice Communications LLC,0001726256,No,ABCDG,112.5,Unknown,Unknown,05/26/2021,09/06/2029,No,No,No active leases,N/A,N/A,N/A,N/A,Rohan Ranaraja,rranaraja@atni.com,(501)448-1249
WRJS780,ED,Berry Creek Rancheria,0029709359,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jennifer Santos,jsantos@berrycreekrancheria.com,(530)532-3533
WRJS790,ED,Oneida Nation,0029757549,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jason W. Doxtator,jdoxtat1@oneidanation.org,(920)496-7900
WRDM247,ED,The Havasupai Tribe,0026881680,No,A,22.5,2814,63315,02/05/2020,05/16/2029,No,No,No active leases,N/A,N/A,N/A,N/A,General Counsel,ebranch@kanjikatzen.com,(928)380-3508
WRJS786,ED,La Posta Band of Mission Indians,0029794872,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,James Hill,potts@lptribe.net,(619)478-2113
WRJS788,ED,Nisqually Indian Tribe,0020791513,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Chris Olin,olin.chris@nisqually-nsn.gov,(360)456-5221
WRDV910,ED,Board of Trustees of Northern Michigan University,0002735751,No,BDG,67.5,Unknown,Unknown,08/01/2019,08/01/2029,No,No,No active leases,N/A,N/A,N/A,N/A,Cathy Niemi,caniemi@nmu.edu,(906)227-2232
WRJS783,ED,"Gila River Telecommunications, Inc.",0004052791,No,ABCDGJ,50.5,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Jim Meyers,jmeyers@gilarivertel.com,(520)796-3333
WRHZ202,BR,"NSAC, LLC",0003768553,Yes,ABCDG,30.0,Unknown,Unknown,03/15/2022,05/17/2022,No,No,No active leases,N/A,N/A,N/A,N/A,James Goldstein,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WRJS792,ED,Prairie Island Indian Community,0029770419,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,"Shelley Buck, Tribal Council Presid",jody.johnson@piic.org,(651)385-4124
WRJS795,ED,Pueblo of Picuris,0029909058,No,ABCDGJK,68.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Cecilia Shields,tribal.interpreter@picurispueblo.org,(575)587-2519
WRJS789,ED,Ohkay Owingeh Tribal Council,0001615541,No,ABCDGJK,68.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Eric Phillips,eric.phillips@ohkay.org,(505)852-4400
WRJS791,ED,Paskenta Band of Nomlaki Indians,0029929445,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Tad Williams,twilliams@paskenta.org,(530)528-3538
WRJS803,ED,WIYOT TRIBE,0029940574,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Michelle Vassel,Michelle@wiyot.us,(707)733-5055
WRJS798,ED,Seneca Nation,0029708401,No,ABCDGJ,100.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Anthony Giacobbe,anthony.giacobbe@sni.org,(716)532-9221
WRJS794,ED,Pueblo of Nambe,0029520830,No,ABCDGJK,68.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Governor Phillip A. Perez,governor@nambepueblo.org,(505)455-4413
WRJS797,ED,Pueblo of Tesuque,0029511417,No,ABCDGJK,68.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Information Technology Department,jyepa@pueblooftesuque.org,(505)983-2667
WRJS793,ED,Pueblo de San Ildefonso,0029690641,No,ABCDGJK,68.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Controller,controller@sanipueblo.org,(505)455-2273
WRJS796,ED,Pueblo of Pojoaque,0029141256,No,ABCDGJK,68.0,Unknown,Unknown,10/21/2020,10/21/2030,No,Yes,No active leases,N/A,N/A,N/A,N/A,Richard Carlisle,rcarlisle@pojoaque.org,(505)795-3094
